,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,sentiment
2513,1418620340952047622,1418620340952047622,2021-07-23 22:43:40 India Standard Time,2021-07-23,22:43:40,530,738818944513933312,cvscareers,CVS Health Careers,,"Looking for work with purpose? Then check out roles on our Speciality Customer Service team, where you’ll make sure our patients get the right medications at the right time. Many of our roles are #WFH, so come join #TeamCVS and show us your #HeartAtWork:  https://t.co/ZIKIXO2lVC  https://t.co/DPzuQmr0XT",en,[],['https://cvs.jobs/3z36WkZ'],['https://pbs.twimg.com/media/E6_zrdeWUAAFs5G.jpg'],0,0,0,"['wfh', 'teamcvs', 'heartatwork']",[],https://twitter.com/CVSCareers/status/1418620340952047622,False,,1,https://pbs.twimg.com/media/E6_zrdeWUAAFs5G.jpg,,,,,,,[],,,,,Positive
2514,1418619487700635650,1418619487700635650,2021-07-23 22:40:17 India Standard Time,2021-07-23,22:40:17,530,15851563,andimann,Andi Mann,,"In my first blog post for  https://t.co/pA1fBw8nnQ I look at common challenges in #remote work &amp; #WfH, and how #video can save time and boost #productivity - and to reestablish human connections.  With #data from @Stanford @forrester @Gallup, via @Qumu - https://t.co/qT1z0pxNTB  https://t.co/ftPk2LvTOc",en,"[{'screen_name': 'stanford', 'name': 'stanford university', 'id': '18036441'}, {'screen_name': 'forrester', 'name': 'forrester', 'id': '7712452'}, {'screen_name': 'gallup', 'name': 'gallup', 'id': '546029429'}, {'screen_name': 'qumu', 'name': 'qumu', 'id': '52132963'}]","['http://Qumu.com', 'https://j.mp/3hVSmWG']",['https://pbs.twimg.com/media/E6_y55dXIAYKpwq.jpg'],0,2,5,"['remote', 'wfh', 'video', 'productivity', 'data']",[],https://twitter.com/AndiMann/status/1418619487700635650,False,,1,https://pbs.twimg.com/media/E6_y55dXIAYKpwq.jpg,,,,,,,[],,,,,Negative
2515,1418619058358992900,1418619058358992900,2021-07-23 22:38:34 India Standard Time,2021-07-23,22:38:34,530,919292054550777856,coformaco,Coforma,,"Are you a self-starter with experience coordinating PR and business communications? Learn about our part-time Public Relations Specialist role and apply to join our growing, distributed team here:  https://t.co/c6RSal7V00  #RemoteWork #WorkFromHome #WFH #PRjobs  https://t.co/1UbXHejPDD",en,[],['http://ow.ly/LZa650FCsKO'],['https://pbs.twimg.com/media/E6_yg-xXMAEnIRG.jpg'],0,3,0,"['remotework', 'workfromhome', 'wfh', 'prjobs']",[],https://twitter.com/coformaco/status/1418619058358992900,False,,1,https://pbs.twimg.com/media/E6_yg-xXMAEnIRG.jpg,,,,,,,[],,,,,Neutral
2516,1418617712922738689,1418617712922738689,2021-07-23 22:33:14 India Standard Time,2021-07-23,22:33:14,530,1290772755835752452,vabiso,Vabiso.com,,Re-advertisement: International Consultant to conduct technical consultations and a roundtable for the Ombudsperson&amp;rsquo;s Office of Turkmenistan on applying for GAHNRI accreditation #remotework #remotejobs #wfh  https://t.co/AraebegLoh,en,[],['https://vabiso.com/node/535184'],[],0,0,0,"['remotework', 'remotejobs', 'wfh']",[],https://twitter.com/vabiso/status/1418617712922738689,False,,0,,,,,,,,[],,,,,Neutral
2517,1418617655498477576,1418617655498477576,2021-07-23 22:33:00 India Standard Time,2021-07-23,22:33:00,530,973589891023097856,independentsol4,Independent Solutions,,Creative Home Office Solutions towards Improving our Well-Being!!  https://t.co/92M2eaWPE1 #WFH #remoteworking #workingfromhome #WellBeing,en,[],['https://www.independentsolutions.ie/b/creative-home-office-solutions-towards-improving-our-well-being'],[],0,0,1,"['wfh', 'remoteworking', 'workingfromhome', 'wellbeing']",[],https://twitter.com/IndependentSol4/status/1418617655498477576,False,,0,,,,,,,,[],,,,,Positive
2518,1418617045051183105,1418617045051183105,2021-07-23 22:30:34 India Standard Time,2021-07-23,22:30:34,530,17976340,splashtop,Splashtop,,Here are 5 hacks for working from home:    1. An extra screen can be a lifesaver (this is where Splashtop Wired XDisplay can help 😉). 2. The kind of desk you choose matters.  3. Read the full list here 👉  https://t.co/KpfJtXuyIZ   #remotework #workfromhome #wfh #workfromanywhere  https://t.co/UWY9DKmw9F,en,[],['https://bit.ly/2UBLe93'],['https://pbs.twimg.com/media/E6_wrv1XEAEiaEw.png'],0,0,2,"['remotework', 'workfromhome', 'wfh', 'workfromanywhere']",[],https://twitter.com/Splashtop/status/1418617045051183105,False,,1,https://pbs.twimg.com/media/E6_wrv1XEAEiaEw.png,,,,,,,[],,,,,Positive
2519,1418616822664994819,1418616822664994819,2021-07-23 22:29:41 India Standard Time,2021-07-23,22:29:41,530,875485232245358592,managedtek,Managed Tek,,"Happy 50th anniversary, email! Review timeline starting with first email technological evolution to practices for keeping your email secure.   https://t.co/IpqcxU3RWl #itsupport #WFH #SfBayArea #cloudsecurity #endpointsecurity #dataSecurity #cybersecurity #databreach #managedtek  https://t.co/xPJEshcbBW",en,[],['https://mailchi.mp/managedtek.com/email'],['https://pbs.twimg.com/media/E6_we2bX0AAVvC8.jpg'],0,0,0,"['itsupport', 'wfh', 'sfbayarea', 'cloudsecurity', 'endpointsecurity', 'datasecurity', 'cybersecurity', 'databreach', 'managedtek']",[],https://twitter.com/ManagedTek/status/1418616822664994819,False,,1,https://pbs.twimg.com/media/E6_we2bX0AAVvC8.jpg,,,,,,,[],,,,,Positive
2520,1418616086921191424,1418616086921191424,2021-07-23 22:26:46 India Standard Time,2021-07-23,22:26:46,530,746091680588128256,mojodesk,MojoDesk,,What are your favorite fidget toys to keep at your desk? 🪀 #fidgettoys #fidgets #mojodesk #createyourspace #officegoals #standingdesk #desktoys #workwellness #riizecoffeeco #deskdecoration #decorateyourspace #office #wfh #workfromhome #desk #homeoffice #officestyle #stayfocused  https://t.co/0wODFKK2O3,en,[],[],['https://pbs.twimg.com/media/E6_v0BOWUAI9Z72.jpg'],0,0,1,"['fidgettoys', 'fidgets', 'mojodesk', 'createyourspace', 'officegoals', 'standingdesk', 'desktoys', 'workwellness', 'riizecoffeeco', 'deskdecoration', 'decorateyourspace', 'office', 'wfh', 'workfromhome', 'desk', 'homeoffice', 'officestyle', 'stayfocused']",[],https://twitter.com/MojoDesk/status/1418616086921191424,False,,1,https://pbs.twimg.com/media/E6_v0BOWUAI9Z72.jpg,,,,,,,[],,,,,Positive
2521,1418614895763869699,1418614895763869699,2021-07-23 22:22:02 India Standard Time,2021-07-23,22:22:02,530,2938471462,remoteok,Remote Jobs #OpenSalaries,,"✨ Want to be a Senior Front End Developer (💰~$80k, UK) at @cynomi working remotely? #remotework #remotejobs #wfh 👇  https://t.co/XsFgEAW2W6",en,"[{'screen_name': 'cynomi', 'name': 'wanda johnson', 'id': '940019208'}]",['http://remoteok.io/jobs/105266-remote-senior-front-end-developer-cynomi'],[],0,0,0,"['remotework', 'remotejobs', 'wfh']",[],https://twitter.com/RemoteOK/status/1418614895763869699,False,,0,,,,,,,,[],,,,,Negative
2522,1418614693988499456,1418614693988499456,2021-07-23 22:21:14 India Standard Time,2021-07-23,22:21:14,530,1332788920996794368,readtrouble,where's Adriana?,,"The salesperson world has been and should continue to change. Being in sales lately is not for everyone. Buying habits have evolved. #business #WFH “I know what you want, but this is what I can get you” is the reality.   Listen Be Patient  Communicate #ReadTrouble #gentlereminder",en,[],[],[],0,0,0,"['business', 'wfh', 'readtrouble', 'gentlereminder']",[],https://twitter.com/ReadTrouble/status/1418614693988499456,False,,0,,,,,,,,[],,,,,Positive
2523,1418613927370448900,1418613927370448900,2021-07-23 22:18:11 India Standard Time,2021-07-23,22:18:11,530,544411004,genesistrustuk,Genesis Research Trust,,"If you're working from home and able to avoid the discomfort of uniforms, busy workplaces and commuting, please consider donating a train fare or two to our research into reducing #babyloss:  https://t.co/j0FinQPLxG #miscarriage #stillbirth #pregnancy #pregnancyloss #wfh  https://t.co/iofDUxF6aa",en,[],['https://genesisresearchtrust.com/donations/'],['https://pbs.twimg.com/media/E6_t2RgXEAcFjOx.jpg'],0,1,1,"['babyloss', 'miscarriage', 'stillbirth', 'pregnancy', 'pregnancyloss', 'wfh']",[],https://twitter.com/GenesisTrustUK/status/1418613927370448900,False,,1,https://pbs.twimg.com/media/E6_t2RgXEAcFjOx.jpg,,,,,,,[],,,,,Positive
2525,1418611343993839618,1418611343993839618,2021-07-23 22:07:55 India Standard Time,2021-07-23,22:07:55,530,1370359561169817601,cabinsmac,M.A.C. Cabins,,"Do you run your business from home?  With a dedicated space for stock, order prep and production, you can finally separate your work and home life with your very own Garden Cabin.  Check out the full range here:  https://t.co/ZmK2axjX68  #ecommerce #businessowner #wfh #smallbizuk  https://t.co/MgmGHGlN1L",en,[],['http://www.maccabins.co.uk'],['https://pbs.twimg.com/media/E6_rZi9X0AYNH5K.jpg'],0,1,1,"['ecommerce', 'businessowner', 'wfh', 'smallbizuk']",[],https://twitter.com/CabinsMac/status/1418611343993839618,False,,1,https://pbs.twimg.com/media/E6_rZi9X0AYNH5K.jpg,,,,,,,[],,,,,Positive
2526,1418610617003487234,1418610617003487234,2021-07-23 22:05:02 India Standard Time,2021-07-23,22:05:02,530,599019152,avhoster,AVHoster,,Companies that make people return to the office will lose employees.  https://t.co/OTsIXirp58 via @voxdotcom   #WFH #RemoteWork #Hybrid #Workplace,en,"[{'screen_name': 'voxdotcom', 'name': 'vox', 'id': '2347049341'}]",['https://www.vox.com/recode/22583285/companies-remote-work-home-office-tsedal-neeley-harvard'],[],0,0,1,"['wfh', 'remotework', 'hybrid', 'workplace']",[],https://twitter.com/AVHoster/status/1418610617003487234,False,,0,,,,,,,,[],,,,,Neutral
2527,1418610170330980354,1418610170330980354,2021-07-23 22:03:15 India Standard Time,2021-07-23,22:03:15,530,1369407250641661955,reportremote,Remote Report,,"ANALYSIS: Regardless of where you are located, do you know where you are headed? Read more:   https://t.co/GMUNRrmiy6 #wfh #FridayThoughts #FridayFeeling  https://t.co/28bnZi7bpy",en,[],['https://remotereport.com/managing-remote-workforce-means-reinvigorating-team-objectives/'],['https://pbs.twimg.com/media/E6_qWA5VEAMRJWb.jpg'],0,0,2,"['wfh', 'fridaythoughts', 'fridayfeeling']",[],https://twitter.com/ReportRemote/status/1418610170330980354,False,,1,https://pbs.twimg.com/media/E6_qWA5VEAMRJWb.jpg,,,,,,,[],,,,,Positive
2528,1418609377263587334,1418609377263587334,2021-07-23 22:00:06 India Standard Time,2021-07-23,22:00:06,530,2715538958,neuralit,Neural IT,,"VUCA Prime framework can help law firms find footing in an uncertain environment, make difficult decisions, and thrive. Stay tuned with Neural IT for more lawyer tips.  #NEURALIT #LawyerTips #PersonalInjury #WFH #LawyerSkills #Lawsuits #TrialLawyers #InjuryLawyers  https://t.co/PinCiLgNpM",en,[],[],['https://pbs.twimg.com/media/E6_ptd6XMAICJFP.jpg'],0,0,1,"['neuralit', 'lawyertips', 'personalinjury', 'wfh', 'lawyerskills', 'lawsuits', 'triallawyers', 'injurylawyers']",[],https://twitter.com/neuralit/status/1418609377263587334,False,,1,https://pbs.twimg.com/media/E6_ptd6XMAICJFP.jpg,,,,,,,[],,,,,Neutral
2529,1418609376126849027,1418609376126849027,2021-07-23 22:00:06 India Standard Time,2021-07-23,22:00:06,530,3763101747,neighborhoodpsy,NeighborhoodPsychiatry,,Iqbal Pittalwala and Holly Ober interviewed various psychologists to answer questions about anxiety surrounding returning to work. @UofCalifornia #anxiety #work #psychology #mentalhealth #WFH   https://t.co/JuCPmZNtks  https://t.co/r3Hf9jep7z,en,"[{'screen_name': 'uofcalifornia', 'name': 'uc', 'id': '89793645'}]",['https://www.universityofcalifornia.edu/news/anxious-about-returning-work-psychologists-offer-insight-and-tips'],['https://pbs.twimg.com/media/E6_ptcLWYAYbQm0.jpg'],1,0,0,"['anxiety', 'work', 'psychology', 'mentalhealth', 'wfh']",[],https://twitter.com/NeighborhoodPsy/status/1418609376126849027,False,,1,https://pbs.twimg.com/media/E6_ptcLWYAYbQm0.jpg,,,,,,,[],,,,,Neutral
2531,1418609107355922437,1418609107355922437,2021-07-23 21:59:02 India Standard Time,2021-07-23,21:59:02,530,997505696,iocileadership,Marialane Schultz,,"How fast-paced news organizations are looking at ""back to work."" #futureofwork #hybridwork #remotework #wfh",en,[],[],[],0,0,0,"['futureofwork', 'hybridwork', 'remotework', 'wfh']",[],https://twitter.com/IOCILeadership/status/1418609107355922437,False,https://twitter.com/jamesvgingerich/status/1417128593109393410,0,,,,,,,,[],,,,,Positive
2533,1418608660704530434,1418608660704530434,2021-07-23 21:57:15 India Standard Time,2021-07-23,21:57:15,530,351893010,agibbsofficial,Annie Gibbs 🇲🇱 (she/her),,Very sad to be missing this tonight due to poor health 🥲.  I had so much fun getting creative putting all the #DigitalContent together this year in my PT role as part of the #Digital &amp; #MarketingTeam @HonSocGraysInn #WFH 🥰✊🏾  Wishing everyone attending the very best time 💛✌🏾,en,"[{'screen_name': 'honsocgraysinn', 'name': ""gray's inn"", 'id': '1869319140'}]",[],[],2,0,2,"['digitalcontent', 'digital', 'marketingteam', 'wfh']",[],https://twitter.com/AGibbsofficial/status/1418608660704530434,False,https://twitter.com/HonSocGraysInn/status/1418587983842877447,0,,,,,,,,[],,,,,Positive
2534,1418608542584647681,1418608542584647681,2021-07-23 21:56:47 India Standard Time,2021-07-23,21:56:47,530,182004865,geekysales,"Geek For Hire, Inc. - Remote Tech Svc -US & Canada",,Frustrated with all the technology involved with home-schooling your kids? Give us a call! . #RemoteSupport #RemoteTechService #WorkFromHome #WFH #WorkAtHome #WAH #homeoffice #futureofwork #coworking #remotework  .  https://t.co/KeETv8AftX  https://t.co/RtU2YHT8tB,en,[],"['http://www.TechHelpForFamilies.com', 'http://www.techhelpforfamilies.com/']",[],0,1,2,"['remotesupport', 'remotetechservice', 'workfromhome', 'wfh', 'workathome', 'wah', 'homeoffice', 'futureofwork', 'coworking', 'remotework']",[],https://twitter.com/GeekySales/status/1418608542584647681,False,,0,,,,,,,,[],,,,,Negative
2535,1418607635130105862,1418607635130105862,2021-07-23 21:53:11 India Standard Time,2021-07-23,21:53:11,530,379277826,sc0ttmcc,Scott McCollum,,"#SASE simplifies security for the #remote workforce, but turning SASE's concepts into a tactical plan can be a challenge. Gartner's Roadmap for SASE Convergence offers a pragmatic approach. See it visualized in our infographic! #SDWAN #WFH  https://t.co/WHPu0Knrm4",en,[],['https://masergy-communications-inc-iu8.shp.so/a/NaC28O'],[],0,2,0,"['sase', 'remote', 'sdwan', 'wfh']",[],https://twitter.com/Sc0ttMcC/status/1418607635130105862,False,,0,,,,,,,,[],,,,,Neutral
2536,1418607610413076480,1418607610413076480,2021-07-23 21:53:05 India Standard Time,2021-07-23,21:53:05,530,44320916,damogilmore,damien,,"Oh the joy of being chained to your desk, indoors during the longest and hottest #heatwave you’ve ever experienced in #Ireland- just to see the storm clouds gather 45 mins before you log off for the week 🙄 it’s the little things that make life so wonderful. 😡🤬#WFH",en,[],[],[],1,0,0,"['heatwave', 'ireland', 'wfh']",[],https://twitter.com/damogilmore/status/1418607610413076480,False,,0,,,,,,,,[],,,,,Positive
2537,1418605592353021956,1418605592353021956,2021-07-23 21:45:04 India Standard Time,2021-07-23,21:45:04,530,1255909736605769729,remoteworknow,Managing Offsite,,"Technology and trust. One functional and rational, the other one of the most fundamental human emotions, something that bonds us together. Those are the two things needed to make the hybrid office work. https://t.co/GzEU9tsw8u via @Bisnow #WFH #hybridwork #Management #trust #tech  https://t.co/f60QIR7WdG",en,"[{'screen_name': 'bisnow', 'name': 'bisnow', 'id': '172754353'}]",['https://bit.ly/3zsSumt'],['https://pbs.twimg.com/media/E6_mRDhWQAEVAAd.jpg'],0,0,0,"['wfh', 'hybridwork', 'management', 'trust', 'tech']",[],https://twitter.com/RemoteWorkNow/status/1418605592353021956,False,,1,https://pbs.twimg.com/media/E6_mRDhWQAEVAAd.jpg,,,,,,,[],,,,,Positive
2538,1418604911739097090,1418604911739097090,2021-07-23 21:42:22 India Standard Time,2021-07-23,21:42:22,530,399855677,silly_old_sod,Scarsey,,"Human! You have done enough work for the day, I insist, in the strongest possible terms that you stop for the day and PAY ME SOME ATTENTION. #wfh #endoftheday #catsofinstagram #CatsOfTwitter #caturday #mainecoon #coworker #attentionwhore #cats  https://t.co/MTK8qwDb6O",en,[],[],['https://pbs.twimg.com/media/E6_lpeJXEAIuREp.jpg'],0,0,8,"['wfh', 'endoftheday', 'catsofinstagram', 'catsoftwitter', 'caturday', 'mainecoon', 'coworker', 'attentionwhore', 'cats']",[],https://twitter.com/silly_old_sod/status/1418604911739097090,False,,1,https://pbs.twimg.com/media/E6_lpeJXEAIuREp.jpg,,,,,,,[],,,,,Neutral
2539,1418604859779993602,1418604859779993602,2021-07-23 21:42:09 India Standard Time,2021-07-23,21:42:09,530,163045640,roctel,ROCTEL,,The era of the office as we knew it is over  https://t.co/hjb5YXH8H2 #office #wfh #business #broadband #security  https://t.co/it2Jib1KJ6,en,[],['https://oal.lu/XTAVe'],['https://pbs.twimg.com/media/E6_lmW4WQAglBB4.jpg'],0,0,0,"['office', 'wfh', 'business', 'broadband', 'security']",[],https://twitter.com/RocTel/status/1418604859779993602,False,,1,https://pbs.twimg.com/media/E6_lmW4WQAglBB4.jpg,,,,,,,[],,,,,Neutral
2540,1418604818797678595,1418604818797678595,2021-07-23 21:41:59 India Standard Time,2021-07-23,21:41:59,530,987849932,imogenrcoephd,Dr. Imogen R. Coe,,"“By having the sunrise every day, the earth &amp; the sky are renewing their commitment to work together. And in turn, we honour that relationship and directly benefit from it” Aimée Craft, Treaty Words: For As Long As The Rivers Flow #sunrise #WFH #TreatyLand  https://t.co/L5fsqf1KcT",en,[],[],[],0,1,23,"['sunrise', 'wfh', 'treatyland']",[],https://twitter.com/ImogenRCoePhD/status/1418604818797678595,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1418602865455779842/pu/img/J2NH1dPD0esJNiL-.jpg,,,,,,,[],,,,,Positive
2541,1418604739957182466,1418604739957182466,2021-07-23 21:41:41 India Standard Time,2021-07-23,21:41:41,530,1067236870654967811,triciamarketing,Tricia Chambers (Née D'Costa) #triciamarketing,,Our dog Ted seems to have the right idea🤭😂  #FridayFeeling #weekend #weekendvibes #dogslife #dogsoftwitter #cotondetulear #ampthill #WFH #MarketingTwitter #PersonalBrandstrategist #smallbusinessowner #dogs  https://t.co/5hYJj8DjHt,en,[],[],['https://pbs.twimg.com/media/E6_lfgiXMAEXMCA.jpg'],0,0,2,"['fridayfeeling', 'weekend', 'weekendvibes', 'dogslife', 'dogsoftwitter', 'cotondetulear', 'ampthill', 'wfh', 'marketingtwitter', 'personalbrandstrategist', 'smallbusinessowner', 'dogs']",[],https://twitter.com/triciamarketing/status/1418604739957182466,False,,1,https://pbs.twimg.com/media/E6_lfgiXMAEXMCA.jpg,,,,,,,[],,,,,Positive
2543,1418604618930479107,1418604618930479107,2021-07-23 21:41:12 India Standard Time,2021-07-23,21:41:12,530,1006802083,miiamartinson,Miia Ollesh,,Talk less. Smile more.  #FridayFeeling #WatchingHamilton #WFH,en,[],[],[],0,0,0,"['fridayfeeling', 'watchinghamilton', 'wfh']",[],https://twitter.com/MiiaMartinson/status/1418604618930479107,False,,0,,,,,,,,[],,,,,Positive
2544,1418604540039811080,1418604540039811080,2021-07-23 21:40:53 India Standard Time,2021-07-23,21:40:53,530,2546330804,pm_results,Gren Gale at PM Results,,Remote work boosts productivity but you can multiply the gains by casting off dinosaur office-based culture. Find out how  https://t.co/u8REmo6TR3 #remotework #remotejobs #business #workingfromhome #HybridWorkforce #FutureOfWork #wfh  https://t.co/kX4tjTx3tX,en,[],['https://www.pmresults.co.uk/how-remote-working-boosts-productivity/'],['https://pbs.twimg.com/media/E6_lT6uWQAcbTTo.jpg'],0,0,0,"['remotework', 'remotejobs', 'business', 'workingfromhome', 'hybridworkforce', 'futureofwork', 'wfh']",[],https://twitter.com/PM_Results/status/1418604540039811080,False,,1,https://pbs.twimg.com/media/E6_lT6uWQAcbTTo.jpg,,,,,,,[],,,,,Negative
2545,1418604356753055746,1418604356753055746,2021-07-23 21:40:09 India Standard Time,2021-07-23,21:40:09,530,950108276,netgear_uki,NETGEAR UK&Ireland,,"When it comes to WiFi 6 mesh system, our Orbi WiFi 6 blows the competition out of the water.  Don't you agree? 😉  Learn more:  https://t.co/jLV4HsADFi  #Orbi #OrbiWiFi6 #NETGEAR #WiFi #WiFi6 #AlwaysConnected #Connected #connectedhome #Routers #dreamoffice #WFH #officerouter  https://t.co/Pa2TfGUiMI",en,[],['https://bit.ly/3pVCbew'],"['https://pbs.twimg.com/media/E6_lIwOXoAYpKws.jpg', 'https://pbs.twimg.com/media/E6_lJE8WYAUIEwi.jpg']",0,0,0,"['orbi', 'orbiwifi6', 'netgear', 'wifi', 'wifi6', 'alwaysconnected', 'connected', 'connectedhome', 'routers', 'dreamoffice', 'wfh', 'officerouter']",[],https://twitter.com/NETGEAR_UKI/status/1418604356753055746,False,,1,https://pbs.twimg.com/media/E6_lIwOXoAYpKws.jpg,,,,,,,[],,,,,Positive
2547,1418602768684695558,1418602768684695558,2021-07-23 21:33:51 India Standard Time,2021-07-23,21:33:51,530,1054399016,macallyusa,Macally,,Love the aesthetic in this setup! What's your favorite part of this table setup?  Macally VCSTAND 👉 https://t.co/KXdJJOZ07p  Thanks to @melatech.it for the awesome photo 🔥 . . . #Tech #Ergonomics #ErgonomicTech #Wellness #DigitalWellness #RemoteWork #WFH #minimalsetups  https://t.co/6Yebh9tHnS,en,"[{'screen_name': 'melatech', 'name': 'melatech', 'id': '186444239'}]",['https://us.macally.com/products/vcstanda'],['https://pbs.twimg.com/media/E6_jsyXXsAMMKKG.jpg'],0,0,0,"['tech', 'ergonomics', 'ergonomictech', 'wellness', 'digitalwellness', 'remotework', 'wfh', 'minimalsetups']",[],https://twitter.com/macallyusa/status/1418602768684695558,False,,1,https://pbs.twimg.com/media/E6_jsyXXsAMMKKG.jpg,,,,,,,[],,,,,Positive
2548,1418602736078237703,1418602736078237703,2021-07-23 21:33:43 India Standard Time,2021-07-23,21:33:43,530,1131223660675706881,ciswp_conestoga,"Canadian Institute -Safety, Wellness & Performance",,"Last chance to register for CISWP's webinar being held on Monday, July 26 that focuses on the impacts #WFH has on personal and organizational productivity and performance. Follow this link 👉  https://t.co/0oWQ6g1Uew to register for free today.  https://t.co/AeGelg4utV",en,[],['https://bit.ly/3gHfMgA'],['https://pbs.twimg.com/media/E6_jOIOX0AYeITJ.jpg'],0,1,2,['wfh'],[],https://twitter.com/CISWP_Conestoga/status/1418602736078237703,False,,1,https://pbs.twimg.com/media/E6_jOIOX0AYeITJ.jpg,,,,,,,[],,,,,Positive
2549,1418602695951196164,1418602695951196164,2021-07-23 21:33:33 India Standard Time,2021-07-23,21:33:33,530,534762549,e7_health,e7 Health,,Working from home offers a number of benefits...  ... but it can also be incredibly challenging. It's a huge adjustment!  We'd like to offer some concrete tips that might help make it easier:  https://t.co/KIFB8qTMzR  #WFH #WorkFromHome  https://t.co/KruvqvTLvO,en,[],['https://buff.ly/36PqyNn'],['https://pbs.twimg.com/media/E6_jofDX0AIpV08.jpg'],0,0,1,"['wfh', 'workfromhome']",[],https://twitter.com/e7_Health/status/1418602695951196164,False,,1,https://pbs.twimg.com/media/E6_jofDX0AIpV08.jpg,,,,,,,[],,,,,Positive
2550,1418602477583220740,1418602477583220740,2021-07-23 21:32:41 India Standard Time,2021-07-23,21:32:41,530,3673958354,dripivtherapy,Drip IV Therapy,,Absorbing all of the vitamins ✨   #dripiv #healthandwellness #healthy #selfcare #healthcare #vitamins #nurse #nurses #frontlineworker #wfh  https://t.co/H3dTZUgcnd,en,[],[],['https://pbs.twimg.com/media/E6_i6vrXsAAbcJM.jpg'],0,0,0,"['dripiv', 'healthandwellness', 'healthy', 'selfcare', 'healthcare', 'vitamins', 'nurse', 'nurses', 'frontlineworker', 'wfh']",[],https://twitter.com/dripivtherapy/status/1418602477583220740,False,,1,https://pbs.twimg.com/media/E6_i6vrXsAAbcJM.jpg,,,,,,,[],,,,,Positive
2551,1418602461669978120,1418602461669978120,2021-07-23 21:32:37 India Standard Time,2021-07-23,21:32:37,530,838879130,tinypulse,TINYpulse,,NEW DATA: People who work remotely at least once per month are 24% more likely to be happy and productive.  Click here  https://t.co/Y1JM8k8ZWG to go through all of the #wfh studies of 2021.   Follow @buildremote for more coverage. #remotework  https://t.co/Y1JM8k8ZWG,en,"[{'screen_name': 'buildremote', 'name': 'buildremote', 'id': '1266053724260020224'}]","['https://bit.ly/3zwLsgj', 'https://bit.ly/3zwLsgj']",[],0,2,2,"['wfh', 'remotework']",[],https://twitter.com/TINYpulse/status/1418602461669978120,False,,0,,,,,,,,[],,,,,Positive
2552,1418602338068025353,1418602338068025353,2021-07-23 21:32:08 India Standard Time,2021-07-23,21:32:08,530,1206981921189830656,proofreadingaca,Proofreading Academy — Become a Proofreader,,"Style guides are vital resources for #proofreaders and #editors. But the best style guide to use may depend on the type of writing at hand. So, which style guides are best for business writing? Here, we’re going to look at some examples. #editingtips #WFH  https://t.co/RaTI82xCRR",en,[],['https://ed.gr/c64oc'],[],0,0,0,"['proofreaders', 'editors', 'editingtips', 'wfh']",[],https://twitter.com/proofreadingaca/status/1418602338068025353,False,,0,,,,,,,,[],,,,,Positive
2553,1418602128008876040,1418602128008876040,2021-07-23 21:31:18 India Standard Time,2021-07-23,21:31:18,530,254206344,inde_studio,The Inde Studio,,You deserve a home office that you will love to spend your day in. Our design team can tailor an office layout for increased productivity and enjoyment of work from home life!  Call 585-249-8100 or visit  https://t.co/5a2t10yzjH to get started.  #workfromhome #wfh #roc #ny #de...  https://t.co/epZEqeH58V,en,[],['http://theindestudio.com'],['https://pbs.twimg.com/media/E6_jHbsVkAQwPpH.jpg'],0,0,0,"['workfromhome', 'wfh', 'roc', 'ny', 'de']",[],https://twitter.com/inde_Studio/status/1418602128008876040,False,,1,https://pbs.twimg.com/media/E6_jHbsVkAQwPpH.jpg,,,,,,,[],,,,,Positive
2554,1418602052544991245,1418602052544991245,2021-07-23 21:31:00 India Standard Time,2021-07-23,21:31:00,530,316330918,acism,Acism,,UI Add on : The customers who are very particular on the UI side could go for the UI Add-on and retain ownership of “UI/UX design” and “UI development” activities.  #softwaredevelopment  #WFH,en,[],[],[],0,0,0,"['softwaredevelopment', 'wfh']",[],https://twitter.com/acism/status/1418602052544991245,False,,0,,,,,,,,[],,,,,Positive
2555,1418601918071402502,1418601918071402502,2021-07-23 21:30:28 India Standard Time,2021-07-23,21:30:28,530,255563709,ccldotorg,Center for Creative Leadership,,Hybrid workplace? No problem:  https://t.co/2Y0l6hbkmJ #WFH #remotework  https://t.co/rrymx8iTuZ,en,[],['https://bit.ly/33wVe5H'],['https://pbs.twimg.com/media/E6_i7SEXoAI-pK3.jpg'],0,2,3,"['wfh', 'remotework']",[],https://twitter.com/CCLdotORG/status/1418601918071402502,False,,1,https://pbs.twimg.com/media/E6_i7SEXoAI-pK3.jpg,,,,,,,[],,,,,Neutral
